source,author,title,description,url,urlToImage,publishedAt,content,company,extracted_metrics,article_length,title_length,has_revenue_mention,has_growth_mention,has_partnership_mention,has_acquisition_mention
"{'id': None, 'name': 'Yahoo Entertainment'}",Mariella Moon,LG's OLED evo TVs for 2025 come with AI and a 165Hz refresh rate,"LG has unveiled its OLED evo TV lineup for 2025 and is showing them off at CES this year, along with its other home entertainment products. The new models are powered by the company's latest α (Alpha) 11 AI processor Gen2, with deep learning algorithms that g…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_03559ed0-38c0-481a-a02d-7ad1063149bd,,2025-01-05 20:00:37+00:00,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,64.0,False,False,False,False
"{'id': None, 'name': 'Gizmodo.com'}",Joe Tilleli,"The Apple Mac Mini With the M2 Chip Is Priced at a Level You Rarely See, Just a Week Before Christmas",Amazon has the Apple Mac Mini desktop computer listed for 17% off for a limited time.,https://gizmodo.com/the-apple-mac-mini-with-the-m2-chip-is-priced-at-a-level-you-rarely-see-just-a-week-before-christmas-2000539481,https://gizmodo.com/app/uploads/2024/12/MacMini.jpg,2024-12-17 13:00:35+00:00,"The holidays are approaching fast. We are less than two weeks out from Christmas Day and the first night of Hanukah. What that means is time is quickly running out to grab gifts for all your friends,… [+2171 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,101.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}",Steven John,"Microsoft jobs are competitive, but lucrative. Here's what to know about careers, skills, and salaries at Microsoft.","Microsoft is one of the world's largest tech companies, and has many lucrative career paths. Read about its various jobs, skills needed, and salaries.",https://www.businessinsider.com/microsoft-careers-jobs,https://i.insider.com/672e99c188cea3ba1c1f871b?width=1200&format=jpeg,2025-01-10 03:25:02+00:00,"Microsoft has a challenging and highly competitive hiring process.David Ryder/Getty Images  <ul><li>Microsoft has approximately 228,000 employees worldwide.</li><li>Microsoft is one of the most sough… [+4921 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,116.0,False,False,False,False
"{'id': None, 'name': 'Yahoo Entertainment'}",Reuters,"Nvidia's biggest customers delaying orders of latest AI racks, The Information reports","The Santa Clara, California-based company's shares fell more than 4% in early trading.  The U.S. government also said earlier in the day it would further...",https://finance.yahoo.com/news/nvidias-biggest-customers-delaying-orders-153930803.html,https://media.zenfs.com/en/reuters-finance.com/40472504559bdaf1934404286142d74b,2025-01-13 15:39:30+00:00,"(Reuters) -Nvidia's top customers are delaying orders of the AI chip leader's latest 'Blackwell' racks due to overheating issues, the Information reported on Monday.  The Santa Clara, California-base… [+1892 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,86.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}","Dave Johnson,Michelle Mark","What is OneDrive? How to get started with Microsoft's cloud storage service and backup, sync, share, or delete files","Microsoft OneDrive is a cloud-based online storage service that lets you easily store, share, and backup files and photos. Here's how to get started.",https://www.businessinsider.com/microsoft-onedrive,https://i.insider.com/673289085ec9bfa3d63d6b18?width=1200&format=jpeg,2025-01-08 09:10:02+00:00,"Microsoft OneDrive lets you backup files, photos, videos, and music.Thomas Trutschel/Photothek via Getty Images  <ul><li>Microsoft OneDrive is a cloud storage service that lets you backup, sync, or s… [+3995 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,116.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Kirstie McDermott,Agentic AI can help you to get a new software engineering job in 2025,"Thanks to a widening skills shortage, software engineers don’t generally have to look too far for a new role on better money.",https://venturebeat.com/programming-development/agentic-ai-can-help-you-to-get-a-new-software-engineering-job-in-2025/,https://venturebeat.com/wp-content/uploads/2025/01/AdobeStock_1030352918.jpeg?w=1024?w=1200&strip=all,2025-01-07 13:50:00+00:00,"Forty-five percent of Americans are concerned about their personal finances, and are most worried about their financial future, including not having enough money to retire (68%), keeping up with the … [+5072 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,69.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,HP announces mini PC and all-in-one desktop with Copilot Plus AI features,HP has a new mini PC and all-in-one-desktop PC that both have Copilot Plus support. HP has picked AMD and Intel chips for its latest Copilot Plus PCs.,https://www.theverge.com/2025/1/6/24334877/hp-all-in-one-desktop-mini-pc-copilot-plus-ai-microsoft,https://cdn.vox-cdn.com/thumbor/wYY2060zT8Xt8MmtBOVBsTXJOEc=/0x0:2460x1731/1200x628/filters:focal(1230x866:1231x867)/cdn.vox-cdn.com/uploads/chorus_asset/file/25819565/Z_Lifestyle_Mint_2025_CG_Composites_Shot06__1__copy.jpg,2025-01-06 19:45:00+00:00,HP announces mini PC and all-in-one desktop with Copilot Plus AI features  HP announces mini PC and all-in-one desktop with Copilot Plus AI features   / HP has picked AMDs new Ryzen AI Max chips inst… [+3480 chars],Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,73.0,False,False,False,False
"{'id': None, 'name': 'VentureBeat'}",Michael Nuñez,Writer’s new AI model aims to fix the ‘sameness problem’ in generative content,"Writer AI launches Palmyra Creative, a $1.9B enterprise AI solution that breaks free from generic AI content, offering businesses unique creative outputs at one-sixth the training cost of competitors.",https://venturebeat.com/ai/writer-new-ai-model-aims-to-fix-the-sameness-problem-in-generative-content/,https://venturebeat.com/wp-content/uploads/2024/12/nuneybits_Vector_art_of_a_brunette_woman_working_on_a_typewrite_cb38b14a-552c-442c-a3d0-3132c8389544.webp?w=1024?w=1200&strip=all,2024-12-17 14:00:00+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More  Writer, the fast-rising enterprise AI startup recently valued at $1.9 b… [+7143 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,False,False,False,False
"{'id': None, 'name': 'Slashdot.org'}",msmash,Microsoft Is Forcing Its AI Assistant on People - And Making Them Pay,"Microsoft has integrated its AI assistant Copilot into Microsoft 365 subscriptions in Australia and Southeast Asia, simultaneously raising prices for all users. The move forces customers to pay for AI features regardless of interest, prompting complaints abou…",https://slashdot.org/story/24/12/26/140236/microsoft-is-forcing-its-ai-assistant-on-people---and-making-them-pay,https://a.fsdn.com/sd/topics/microsoft_64100.png,2024-12-26 14:01:00+00:00,"Some users said on social media that Copilot pop-ups reminded them of Clippy, Microsoft's widely derided Office helper from the late 1990s, that would frequently offer unsolicited help.[...] The chan… [+297 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",213.0,69.0,False,False,False,False
"{'id': None, 'name': 'Windows Central'}",kevinokemwa@outlook.com (Kevin Okemwa),"Microsoft doubles down on its AI efforts with a massive $80 billion investment in data centers — amid insider concerns most Copilot AI tools are seemingly ""gimmicky""","Microsoft is set to double down on its generative artificial intelligence efforts in 2025 following the company's Vice Chair and President, Brad Smith's recent announcement of the tech giant's plans to invest up to $80 billion in building data centers.",https://www.windowscentral.com/microsoft/microsoft-massive-80-billiion-investment-in-data-centers,https://cdn.mos.cms.futurecdn.net/5Bzxjse9p2Kjrk5bntugvM-1200-80.jpg,2025-01-06 10:56:00+00:00,"Microsoft is set to double down on its generative artificial intelligence efforts in 2025 following the company's Vice Chair and President, Brad Smith's, recent announcement of the tech giant's plans… [+3950 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,165.0,False,False,False,False
"{'id': None, 'name': 'Windows Central'}",kevinokemwa@outlook.com (Kevin Okemwa),"Is Microsoft and OpenAI's tech bromance fraying? The ChatGPT maker's GPT-4 model is ""too slow and expensive"" to meet Copilot 365 users' needs.",Microsoft is reportedly looking beyond its partnership with OpenAI for help with its AI advances as Copilot 365 complaints mount.,https://www.windowscentral.com/microsoft/is-microsoft-and-openais-tech-bromance-fraying-the-chatgpt-makers-gpt-4-model-is-too-expensive-to-meet-copilot-365-users-needs,https://cdn.mos.cms.futurecdn.net/WscjnqGnqJgjmiiQqaKxfM-1200-80.jpg,2024-12-26 15:58:29+00:00,"Microsoft is OpenAI's largest investor with a $13 billion investment in the ChatGPT maker's technology, arguably the best bromance in tech. However, the multi-billion dollar partnership might be rock… [+3440 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': True, 'has_acquisition_mention': False}",214.0,142.0,False,False,True,False
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Nvidia announces next-gen RTX 5090 and RTX 5080 GPUs,"Nvidia is officially announcing its RTX 50-series of GPUs. Based on its Blackwell architecture, the next-gen graphics cards will be available for desktops and laptops.",https://www.theverge.com/2025/1/6/24337396/nvidia-rtx-5080-5090-5070-ti-5070-price-release-date,https://cdn.vox-cdn.com/thumbor/Fami8NKlBBjmN9FLJlT6SMFQFWg=/0x0:1320x737/1200x628/filters:focal(660x369:661x370)/cdn.vox-cdn.com/uploads/chorus_asset/file/25820616/chrome_la2bFSFN4P.png,2025-01-07 03:07:34+00:00,"Nvidia announces next-gen RTX 5090 and RTX 5080 GPUs  Nvidia announces next-gen RTX 5090 and RTX 5080 GPUs   / Four new RTX 50-series GPUs are on the way, including the $1,999 RTX 5090 and $999 RTX 5… [+2791 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,52.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}","Lara O'Reilly,Lucia Moses",Ad industry insiders break down the M&A deals they think could shake up the industry in 2025,"Key areas of buyer interest include retail media, streaming TV, influencer marketing, and AI, ad industry insiders say.",https://www.businessinsider.com/ad-industry-m-and-a-predictions-ctv-influencer-marketing-ai-2024-12,https://i.insider.com/6762f5846c531c315b88f20f?width=1200&format=jpeg,2024-12-30 13:36:11+00:00,"Industry insiders think WPP, led by CEO Mark Read, will look to buy and sell assets in the wake of the Omnicom-IPG merger.WPP  <ul><li>Ad industry M&A activity is expected to surge in 2025.</li><li>K… [+12813 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,92.0,False,False,False,False
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,AMD’s Ryzen 9 9950X3D is ‘the world’s best processor for gamers and creators’,AMD is launching two new X3D processors to take on Intel. The Ryzen 9 9950X3D looks set to beat Intel’s Core Ultra 9 285K in both gaming and creator apps.,https://www.theverge.com/2025/1/6/24336229/amd-ryzen-9-9950x3d-specs-release-date-ces-2025,https://cdn.vox-cdn.com/thumbor/8EZFeD67yprzbYU1Z29njAMaCPk=/0x0:2640x1760/1200x628/filters:focal(1320x880:1321x881)/cdn.vox-cdn.com/uploads/chorus_asset/file/25817495/ryzen99950x3d.jpg,2025-01-06 19:45:00+00:00,AMDs Ryzen 9 9950X3D is the worlds best processor for gamers and creators  AMDs Ryzen 9 9950X3D is the worlds best processor for gamers and creators   / AMD claims its latest flagship Ryzen processor… [+2661 chars],Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,77.0,False,False,False,False
"{'id': 'business-insider', 'name': 'Business Insider'}","Melia Russell,Ben Bergman,Riddhi Kanetkar,Leena Rao,Samantha Stokes,Rebecca Torrence","VCs say digital agents, 'crypto mania,' and a torrent of liquidity are the tech trends to watch in 2025","VCs at 35 firms like a16z and IVP tell us what's hot in tech next year, how regulatory changes could rouse the exit market, and where AI goes in 2025.",https://www.businessinsider.com/vc-tech-trends-digital-agents-crypto-resurgence-and-liquidity-boom-2024-12,https://i.insider.com/6761d53f1d90e3bcf31d6c45?width=1200&format=jpeg,2024-12-21 10:00:01+00:00,"zentilia/Getty Images; Jenny Chang-Rodriguez/BI  After three years of tense reductions, the skies are clearing over Silicon Valley, and startup investors seem broadly optimistic about a resurgence in… [+16497 chars]",Microsoft,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,103.0,False,False,False,False
